Street ID,Street Name,Street Suffix,Street Suffix Direction,Official Street Name,Thomas Brothers Map,Street Type
1974,VALLEJO,ST,,VALLEJO STREET,635A1,PUBLIC STREET NAMES
9930,VIA SAN ANSELMO,,,VIA SAN ANSELMO,482F2,PRIVATE ROADWAY NAMES
1991,VAIL,DR,,VAIL DRIVE,503B3,PUBLIC STREET NAMES
1787,VINTAGE,ST,,VINTAGE STREET,501D5,PUBLIC STREET NAMES
1897,VENIDO,ROAD,,VENIDO ROAD,559J3,PUBLIC STREET NAMES
161,VIA BERNARD,,,VIA BERNARD,533D3,PRIVATE STREET NAMES
10400,VIA LA COSTA,,,VIA LA COSTA,630H1,PRIVATE STREET NAMES
1950,VALLEY WOOD,ROAD,,VALLEY WOOD ROAD,561F7,PUBLIC STREET NAMES
1879,VERDUGO,PL,,VERDUGO PLACE,594G3,PUBLIC STREET NAMES
1851,VIA DE LAS OLAS,,,VIA DE LAS OLAS,631A7,PUBLIC STREET NAMES
1924,VANSCOY,AVE,,VANSCOY AVENUE,532F2,PUBLIC STREET NAMES
1968,VALLEY CIRCLE,TER,,VALLEY CIRCLE TERRACE,529D7,PUBLIC STREET NAMES
150,VIA LAS VEGAS,,,VIA LAS VEGAS,NA,PRIVATE STREET NAMES
1863,VESPER,AVE,,VESPER AVENUE,562A3,PUBLIC STREET NAMES
1821,VICTORIA PARK,PL,,VICTORIA PARK PLACE,633F5,PUBLIC STREET NAMES
1966,VALLEY FALLS,ROAD,,VALLEY FALLS ROAD,561F7,PUBLIC STREET NAMES
10039,VALERIO,ST,,VALERIO STREET,529G4,PRIVATE STREET NAMES
1877,VERDUGO CRESTLINE,CIR,,VERDUGO CRESTLINE CIRCLE,504A5,PUBLIC STREET NAMES
1925,VANPORT,AVE,,VANPORT AVENUE,482F7,PUBLIC STREET NAMES
1854,VIA COLINITA,,,VIA COLINITA,823H4,PUBLIC STREET NAMES
9940,VIA SAN FELIPE,,,VIA SAN FELIPE,482F3,PRIVATE ROADWAY NAMES
1942,VANCE,ST,,VANCE STREET,631B7,PUBLIC STREET NAMES
1913,VEDADO,AVE,,VEDADO AVENUE,562E7,PUBLIC STREET NAMES
1986,VALECREST,DR,,VALECREST DRIVE,533B1,PUBLIC STREET NAMES
1797,VINCENT,AVE,,VINCENT AVENUE,565B5,PUBLIC STREET NAMES
1883,VERDE,ST,,VERDE STREET,635C3,PUBLIC STREET NAMES
10586,VINELAND,CT,,VINELAND COURT,500E1,PRIVATE ROADWAY NAMES
105,VOSE,ST,,VOSE STREET,532G5,PRIVATE STREET NAMES
1878,VERDUGO,ROAD,,VERDUGO ROAD,594H1,PUBLIC STREET NAMES
1844,VIA LAS VEGAS,,,VIA LAS VEGAS,634J4,PUBLIC STREET NAMES
167,VANEGAS,LANE,,VANEGAS LANE,635C3,PRIVATE STREET NAMES
1947,VALPARAISO,ST,,VALPARAISO STREET,632E7,PUBLIC STREET NAMES
10765,VILLAGE,DR,,VILLAGE DRIVE,672E7,PUBLIC STREET NAMES
1801,VILLEBOSO,AVE,,VILLEBOSO AVENUE,560A3,PUBLIC STREET NAMES
1928,VANORA,DR,,VANORA DRIVE,10C3,PUBLIC STREET NAMES
154,VIA FOGGIA,,,VIA FOGGIA,533D3,PRIVATE STREET NAMES
133,VIA ROMA,,,VIA ROMA,533D3,PRIVATE STREET NAMES
1858,VIA APUESTA,,,VIA APUESTA,560H4,PUBLIC STREET NAMES
1795,VINE,WALK,,VINE WALK,593F3,PUBLIC STREET NAMES
1915,VASSAR,AVE,,VASSAR AVENUE,560A1,PUBLIC STREET NAMES
1884,VERDANT,ST,,VERDANT STREET,564D7,PUBLIC STREET NAMES
1887,VERAGUA,WALK,,VERAGUA WALK,702C2,PUBLIC STREET NAMES
1803,VILLA WOODS,DR,,VILLA WOODS DRIVE,631B4,PUBLIC STREET NAMES
1963,VALLEYHEART,DR,,VALLEYHEART DRIVE,563B6,PUBLIC STREET NAMES
10635,VIA GEORGIONE,,,VIA GEORGIONE,480D5,PRIVATE STREET NAMES
9740,VERONICA,,,VERONICA,501H2,UNOFFICIAL PRIVATE STREET NAMES
1843,VIA LUCIA,,,VIA LUCIA,630G5,PUBLIC STREET NAMES
10412,VIA SANTA MARIA,,,VIA SANTA MARIA,482F2,PRIVATE ROADWAY NAMES
9839,VINEYARD,LANE,,VINEYARD LANE,502F1,PRIVATE ROADWAY NAMES
1957,VALLEY RIDGE,AVE,,VALLEY RIDGE AVENUE,673D4,PUBLIC STREET NAMES
1920,VAQUERO,AVE,,VAQUERO AVENUE,595F7,PUBLIC STREET NAMES
123,VIA UDINE,,,VIA UDINE,533D3,PRIVATE STREET NAMES
1852,VIA DE LA PAZ,,,VIA DE LA PAZ,631A5,PUBLIC STREET NAMES
1932,VAN NOORD,AVE,,VAN NOORD AVENUE,562E4,PUBLIC STREET NAMES
1824,VICTORIA,AVE,,VICTORIA AVENUE,672D2,PUBLIC STREET NAMES
1837,VIA NAVARRA,,,VIA NAVARRA,824A3,PUBLIC STREET NAMES
1789,VINEVALLEY,DR,,VINEVALLEY DRIVE,533B1,PUBLIC STREET NAMES
1960,VALLEY MEADOW,PL,,VALLEY MEADOW PLACE,561F6,PUBLIC STREET NAMES
9931,VIA SAN DIEGO,,,VIA SAN DIEGO,482F2,PRIVATE ROADWAY NAMES
1929,VAN NUYS,PL,,VAN NUYS PLACE,501J5,PUBLIC STREET NAMES
1979,VALEVISTA,TR,,VALEVISTA TRAIL,593C1,PUBLIC STREET NAMES
1767,VISTA DEL MAR,,,VISTA DEL MAR,702A2,PUBLIC STREET NAMES
1934,VANLAND,TR,,VANLAND TRAIL,593D1,PUBLIC STREET NAMES
1782,VIRETTA,LANE,,VIRETTA LANE,592A4,PUBLIC STREET NAMES
1830,VICINO,WAY,,VICINO WAY,630F5,PUBLIC STREET NAMES
1778,VIRGINIA,CT,,VIRGINIA COURT,671H6,PUBLIC STREET NAMES
155,VIA FERRARA,,,VIA FERRARA,533E2,PRIVATE STREET NAMES
1839,VIA MARISOL,,,VIA MARISOL,595E4,PUBLIC STREET NAMES
10287,VISTA RANCH,AVE,,VISTA RANCH AVENUE,481H6,PUBLIC STREET NAMES
1918,VARIEL,AVE,,VARIEL AVENUE,560B1,PUBLIC STREET NAMES
1953,VALLEY VIEW,DR,,VALLEY VIEW DRIVE,594F5,PUBLIC STREET NAMES
9619,VANDA,WAY,,VANDA WAY,502J4,PRIVATE STREET NAMES
9936,VIA SAN PABLO,,,VIA SAN PABLO,482F3,PRIVATE ROADWAY NAMES
1910,VELASCO,ST,,VELASCO STREET,635C6,PUBLIC STREET NAMES
158,VIA CASSANO,,,VIA CASSANO,533D3,PRIVATE STREET NAMES
137,VIA POMPEII,,,VIA POMPEII,533E2,PRIVATE STREET NAMES
10413,VIA SANTA CATALINA,,,VIA SANTA CATALINA,482F2,PRIVATE ROADWAY NAMES
1786,VINTON,AVE,,VINTON AVENUE,632F7,PUBLIC STREET NAMES
117,VICTORINE,ST,,VICTORINE STREET,NA,PRIVATE STREET NAMES
1864,VESELICH,AVE,,VESELICH AVENUE,594D1,PUBLIC STREET NAMES
1757,VISTA GRANDE,WAY,,VISTA GRANDE WAY,480G7,PUBLIC STREET NAMES
1946,VAL VERDE,DR,,VAL VERDE DRIVE,529D1,PUBLIC STREET NAMES
1771,VISTA,PL,,VISTA PLACE,671G5,PUBLIC STREET NAMES
119,VIA YOLANDA,,,VIA YOLANDA,533D2,PRIVATE STREET NAMES
1811,VIEWPOINT,DR,,VIEWPOINT DRIVE,503J5,PUBLIC STREET NAMES
1978,VALITA,ST,,VALITA STREET,671J4,PUBLIC STREET NAMES
10459,VERCELLI,WAY,,VERCELLI WAY,500C1,PRIVATE STREET NAMES
141,VIA NICOLA,,SOUTH,VIA NICOLA  SOUTH,NA,PRIVATE STREET NAMES
1745,VOYAGE,CT,,VOYAGE COURT,701J2,PUBLIC STREET NAMES
1785,VIOLA,PL,,VIOLA PLACE,672A6,PUBLIC STREET NAMES
1752,VISTA SUPERBA,DR,,VISTA SUPERBA DRIVE,564G7,PUBLIC STREET NAMES
1758,VISTAGRANDE,DR,,VISTAGRANDE DRIVE,630G4,PUBLIC STREET NAMES
1893,VENTURA CANYON,AVE,,VENTURA CANYON AVENUE,562C3,PUBLIC STREET NAMES
1812,VIEWMONT,DR,,VIEWMONT DRIVE,592J4,PUBLIC STREET NAMES
1799,VIMY,ROAD,,VIMY ROAD,481A7,PUBLIC STREET NAMES
1847,VIA FLORESTA,,,VIA FLORESTA,630H3,PUBLIC STREET NAMES
1945,VANALDEN,AVE,,VANALDEN AVENUE,560G1,PUBLIC STREET NAMES
10325,VIA CELLINI,,,VIA CELLINI,481D6,PRIVATE STREET NAMES
1983,VALENTINE,ST,,VALENTINE STREET,594F5,PUBLIC STREET NAMES
10058,VARA,PL,,VARA PLACE,480J6,PUBLIC STREET NAMES
145,VIA MILANO,,,VIA MILANO,533D3,PRIVATE STREET NAMES
1770,VISTA,ST,,VISTA STREET,593C4,PUBLIC STREET NAMES
1855,VIA COLINA,,,VIA COLINA,595D4,PUBLIC STREET NAMES
1912,VEDANTA,PL,,VEDANTA PLACE,593F3,PUBLIC STREET NAMES
10927,VISTA VIEW,CIR,,VISTA VIEW CIRCLE,482C2,PUBLIC STREET NAMES
163,VERMONT CANYON,ROAD,,VERMONT CANYON ROAD,594A2,PRIVATE STREET NAMES
1971,VALLEY,ST,,VALLEY STREET,634C2,PUBLIC STREET NAMES
9949,VISTA VERENDA,,,VISTA VERENDA,559C1,PUBLIC STREET NAMES
1804,VILLA VIEW,DR,,VILLA VIEW DRIVE,631B4,PUBLIC STREET NAMES
111,VILLAGE,WAY,,VILLAGE WAY,823H5,PRIVATE STREET NAMES
1845,VIA LA PAZ,,,VIA LA PAZ,824A3,PUBLIC STREET NAMES
130,VIA SALERNO,,,VIA SALERNO,533D3,PRIVATE STREET NAMES
1973,VALLE VISTA,DR,,VALLE VISTA DRIVE,594H1,PUBLIC STREET NAMES
9937,VIA SAN RICARDO,,,VIA SAN RICARDO,482F3,PRIVATE ROADWAY NAMES
1917,VARNA,AVE,,VARNA AVENUE,562D3,PUBLIC STREET NAMES
1874,VERDUGO VISTA,TER,,VERDUGO VISTA TERRACE,594J1,PUBLIC STREET NAMES
1886,VERANO,ROAD,,VERANO ROAD,591H5,PUBLIC STREET NAMES
1759,VISTA GORDO,DR,,VISTA GORDO DRIVE,594F5,PUBLIC STREET NAMES
1834,VIA SEBASTIAN,,,VIA SEBASTIAN,823J3,PUBLIC STREET NAMES
166,VANETTA,DR,,VANETTA DRIVE,562F6,PRIVATE STREET NAMES
1764,VISTA DEL MAR,PL,,VISTA DEL MAR PLACE,593F3,PUBLIC STREET NAMES
1901,VENEZIA,AVE,,VENEZIA AVENUE,671J5,PUBLIC STREET NAMES
1969,VALLEY CIRCLE,BLVD,,VALLEY CIRCLE BOULEVARD,559E2,PUBLIC STREET NAMES
162,VESTONE,WAY,,VESTONE WAY,592A4,PRIVATE STREET NAMES
1992,VADO,PL,,VADO PLACE,592H2,PUBLIC STREET NAMES
1781,VIRGIL,AVE,,VIRGIL AVENUE,594A4,PUBLIC STREET NAMES
110,VINELAND,PL,,VINELAND PLACE,563A4,PRIVATE STREET NAMES
1790,VINELAND,AVE,,VINELAND AVENUE,563A6,PUBLIC STREET NAMES
139,VIA PATRICIA,,,VIA PATRICIA,533D2,PRIVATE STREET NAMES
10356,VIA MEDICI,,,VIA MEDICI,480D6,PRIVATE STREET NAMES
160,VIA CABRILLO MARINA,,,VIA CABRILLO MARINA,824C7,PRIVATE STREET NAMES
1788,VINEYARD,AVE,,VINEYARD AVENUE,633E5,PUBLIC STREET NAMES
10955,VIEWRIDGE,LANE,,VIEWRIDGE LANE,481G7,UNOFFICIAL PRIVATE STREET NAMES
10677,VIA CAMINO,,,VIA CAMINO,794F6,PRIVATE STREET NAMES
131,VIA ROSA MARIA,,,VIA ROSA MARIA,533D3,PRIVATE STREET NAMES
115,VIEWSITE,DR,,VIEWSITE DRIVE,592J4,PRIVATE STREET NAMES
1872,VEREDA DE LA MONTURA,,,VEREDA DE LA MONTURA,630E1,PUBLIC STREET NAMES
1898,VENICE,WAY,,VENICE WAY,671H6,PUBLIC STREET NAMES
1891,VENUS,DR,,VENUS DRIVE,593A2,PUBLIC STREET NAMES
1871,VERMONT,AVE,,VERMONT AVENUE,594A2,PUBLIC STREET NAMES
1859,VETERANS MEMORIAL,SQ,,VETERANS MEMORIAL SQUARE,595D2,PUBLIC STREET NAMES
1869,VERNON,AVE,,VERNON AVENUE,674G3,PUBLIC STREET NAMES
1926,VAN PELT,PL,,VAN PELT PLACE,594D5,PUBLIC STREET NAMES
10639,VIA MADRIGAL,,,VIA MADRIGAL,480D6,PRIVATE STREET NAMES
1965,VALLEY FLORES,DR,,VALLEY FLORES DRIVE,529E1,PUBLIC STREET NAMES
1823,VICTORIA,CT,,VICTORIA COURT,671J5,PUBLIC STREET NAMES
10155,VENTANA,LANE,,VENTANA LANE,501H6,PRIVATE ROADWAY NAMES
108,VISTA DEL VALLE,DR,,VISTA DEL VALLE DRIVE,563J6,PRIVATE STREET NAMES
1889,VERADA,AVE,,VERADA AVENUE,481C7,PUBLIC STREET NAMES
1904,VENANGO,AVE,,VENANGO AVENUE,594B6,PUBLIC STREET NAMES
1916,VASANTA,WAY,,VASANTA WAY,593F2,PUBLIC STREET NAMES
1842,VIA MAR,,,VIA MAR,NA,PUBLIC STREET NAMES
1900,VENEZIA,CT,,VENEZIA COURT,671J5,PUBLIC STREET NAMES
114,VIEWSITE,TER,,VIEWSITE TERRACE,592H4,PRIVATE STREET NAMES
1846,VIA FRANCISCA,,,VIA FRANCISCA,823J3,PUBLIC STREET NAMES
1956,VALLEY SPRING,LANE,,VALLEY SPRING LANE,563A5,PUBLIC STREET NAMES
1943,VAN BUREN,PL,,VAN BUREN PLACE,634A7,PUBLIC STREET NAMES
132,VIA RONALDO,,,VIA RONALDO,533D3,PRIVATE STREET NAMES
1780,VIRGIL,PL,,VIRGIL PLACE,594B5,PUBLIC STREET NAMES
1906,VELOZ,AVE,,VELOZ AVENUE,560H3,PUBLIC STREET NAMES
10845,VESTA,CT,,VESTA COURT,502A6,PRIVATE ROADWAY NAMES
9612,VIA ANITA,,,VIA ANITA,630J3,PRIVATE STREET NAMES
10357,VIA PALLADINO,,,VIA PALLADINO,480D6,PRIVATE STREET NAMES
1948,VALMONT,ST,,VALMONT STREET,504B4,PUBLIC STREET NAMES
146,VIA MAGDALENA,,,VIA MAGDALENA,533E3,PRIVATE STREET NAMES
1927,VANOWEN,ST,,VANOWEN STREET,533A5,PUBLIC STREET NAMES
1981,VALERIE,AVE,,VALERIE AVENUE,559D1,PUBLIC STREET NAMES
106,VISTA PACIFICA,,,VISTA PACIFICA,630G4,PRIVATE STREET NAMES
1832,VICAR,ST,,VICAR STREET,632G6,PUBLIC STREET NAMES
1836,VIA NICOLAS,,,VIA NICOLAS,630G5,PUBLIC STREET NAMES
10411,VIA SANTA VISTA,,,VIA SANTA VISTA,482F2,PRIVATE ROADWAY NAMES
1791,VINELAND,AVE,,VINELAND AVENUE,563A6,PUBLIC STREET NAMES
1923,VANTAGE,AVE,,VANTAGE AVENUE,562G5,PUBLIC STREET NAMES
1984,VALENCIA,ST,,VALENCIA STREET,634C5,PUBLIC STREET NAMES
1982,VALENTINO,PL,,VALENTINO PLACE,NA,PUBLIC STREET NAMES
1890,VERA,AVE,,VERA AVENUE,632H7,PUBLIC STREET NAMES
1862,VESTAL,AVE,,VESTAL AVENUE,594F6,PUBLIC STREET NAMES
1876,VERDUGO CRESTLINE,DR,,VERDUGO CRESTLINE DRIVE,504A5,PUBLIC STREET NAMES
1768,VISTACREST,WALK,,VISTACREST WALK,NA,PUBLIC STREET NAMES
1769,VISTACREST,DR,,VISTACREST DRIVE,593D1,PUBLIC STREET NAMES
152,VIA GENOVA,,,VIA GENOVA,533D3,PRIVATE STREET NAMES
1959,VALLEY MEADOW,ROAD,,VALLEY MEADOW ROAD,561F6,PUBLIC STREET NAMES
1892,VENTURA,FRWY,,VENTURA FREEWAY,565D5,PUBLIC STREET NAMES
1840,VIA MARINA,,,VIA MARINA,701J1,PUBLIC STREET NAMES
10782,VAIL,LANE,,VAIL LANE,482C3,PRIVATE ROADWAY NAMES
10869,VILLAGE,LANE,,VILLAGE LANE,481H2,PRIVATE ROADWAY NAMES
168,VANCEBORO,CT,,VANCEBORO COURT,560C4,PRIVATE STREET NAMES
1962,VALLEYHEART,DR,NORTH,VALLEYHEART DRIVE NORTH,562D4,PUBLIC STREET NAMES
127,VIA STEFANO,,,VIA STEFANO,533D3,PRIVATE STREET NAMES
1870,VERMONT,PL,,VERMONT PLACE,594A5,PUBLIC STREET NAMES
134,VIA RIMINI,,,VIA RIMINI,533D3,PRIVATE STREET NAMES
1749,VOLADOR,PL,,VOLADOR PLACE,823H4,PUBLIC STREET NAMES
1938,VANETTA,DR,,VANETTA DRIVE,562F6,PUBLIC STREET NAMES
1819,VICTORY,BLVD,,VICTORY BOULEVARD,533A6,PUBLIC STREET NAMES
10414,VIA SANTA ROSA,,,VIA SANTA ROSA,482F2,PRIVATE ROADWAY NAMES
112,VILLAGE,GRN,,VILLAGE GREEN,673B1,PRIVATE STREET NAMES
1800,VILLENA,AVE,,VILLENA AVENUE,560B4,PUBLIC STREET NAMES
1921,VAN WICKLIN,AVE,,VAN WICKLIN AVENUE,481H6,PUBLIC STREET NAMES
10124,VICTOR,LANE,,VICTOR LANE,NA,PRIVATE ROADWAY NAMES
1905,VENA,AVE,,VENA AVENUE,502A3,PUBLIC STREET NAMES
1937,VANETTA,PL,,VANETTA PLACE,562F6,PUBLIC STREET NAMES
1833,VIA VERONA,,,VIA VERONA,533E2,PUBLIC STREET NAMES
10638,VIA SANSOVINO,,,VIA SANSOVINO,480D6,PRIVATE STREET NAMES
10688,VILLA,DR,,VILLA DRIVE,634J4,PRIVATE ROADWAY NAMES
1828,VICKY,AVE,,VICKY AVENUE,529H4,PUBLIC STREET NAMES
104,VOYAGER,CIR,,VOYAGER CIRCLE,NA,PRIVATE STREET NAMES
1931,VAN NUYS,BLVD,,VAN NUYS BOULEVARD,482G7,PUBLIC STREET NAMES
126,VIA TIVOLI,,,VIA TIVOLI,533D3,PRIVATE STREET NAMES
1989,VALAHO,LANE,,VALAHO LANE,503J4,PUBLIC STREET NAMES
9933,VIA SANTA BARBARA,,,VIA SANTA BARBARA,482F2,PRIVATE ROADWAY NAMES
1756,VISTA HAVEN,PL,,VISTA HAVEN PLACE,561H7,PUBLIC STREET NAMES
1940,VANDORF,PL,,VANDORF PLACE,561G5,PUBLIC STREET NAMES
1755,VISTA HAVEN,ROAD,,VISTA HAVEN ROAD,561H7,PUBLIC STREET NAMES
1954,VALLEYTON,TR,,VALLEYTON TRAIL,NA,PUBLIC STREET NAMES
1985,VALENCIA,CT,,VALENCIA COURT,671H6,PUBLIC STREET NAMES
10410,VIA SANTA CLARA,,,VIA SANTA CLARA,482F2,PRIVATE ROADWAY NAMES
9741,VISTA,TER,,VISTA TERRACE,630J6,UNOFFICIAL PRIVATE STREET NAMES
1976,VALLE,CT,,VALLE COURT,NA,PUBLIC STREET NAMES
1841,VIA MARIA,,,VIA MARIA,630G5,PUBLIC STREET NAMES
1944,VAN BUREN,AVE,,VAN BUREN AVENUE,672A6,PUBLIC STREET NAMES
1754,VISTA DE LA LUZ,,,VISTA DE LA LUZ,559C1,PUBLIC STREET NAMES
1866,VERONA,AVE,,VERONA AVENUE,632D4,PUBLIC STREET NAMES
1776,VISBY,PL,,VISBY PLACE,533B1,PUBLIC STREET NAMES
1914,VAUGHN,ST,,VAUGHN STREET,482D7,PUBLIC STREET NAMES
1895,VENTURA,CT,,VENTURA COURT,562F5,PUBLIC STREET NAMES
1902,VENDOME,ST,,VENDOME STREET,634B1,PUBLIC STREET NAMES
1873,VERDUN,AVE,,VERDUN AVENUE,673D6,PUBLIC STREET NAMES
10364,VILLOSA,PL,,VILLOSA PLACE,702D1,PUBLIC STREET NAMES
1815,VIENNA,WAY,,VIENNA WAY,671J4,PUBLIC STREET NAMES
143,VIA NAPOLI,,,VIA NAPOLI,533D3,PRIVATE STREET NAMES
1802,VILLA WOODS,PL,,VILLA WOODS PLACE,631C4,PUBLIC STREET NAMES
1805,VILLANOVA,AVE,,VILLANOVA AVENUE,702D3,PUBLIC STREET NAMES
118,VIA ZIBELLO,,,VIA ZIBELLO,533D3,PRIVATE STREET NAMES
1868,VERNON,AVE,,VERNON AVENUE,671J4,PUBLIC STREET NAMES
165,VAN NUYS,BLVD,,VAN NUYS BOULEVARD,NA,PRIVATE STREET NAMES
135,VIA RICARDO,,,VIA RICARDO,533D3,PRIVATE STREET NAMES
